"invoice_id","supplier_name","category","invoice_date","status","amount_usd","comment"
"INV-362399"," Lumen Analytics "," Professional Services"," 2024-04-02","Approved"," USD 8, 450.29 ","price variance escalated; cost center 112 "
"INV-848906","Astra-Supplies "," Facility"," 2024-05-29","Pending "," $3,753.77","vendor submitted via portal; cost center 100"
"INV-860772"," Nova Packaging ","Cloud ","2024-03-19 "," Approved "," $9,102.03","pending shipping confirmation; cost center 114"
"INV-445614","HELIOS ROBOTICS ","Software"," 2024-06-14 ","Approved "," $6,877.79 ","requires VAT documentation; cost center 111 "
"INV-445614"," Helios Robotics","Software ","2024-06-14 ","Approved ","$6,877.79","duplicate submit; consolidate in close process "
"INV-720700","Zenith Comp. "," Professional Services ","2024-07-05 "," Approved"," $6,134.13"," price variance escalated; cost center 114 "
"INV-721506","Vertex Logistics "," Logistics","2024-02-12","Approved ","$3,336.45","requires VAT documentation; cost center 108"
"INV-309226","Vertex Logistics"," Professional Services ","2024-07-26 ","Approved ","USD 2,255.96"," three-way match complete; cost center 105 "
"INV-433615"," LumenAnalytic "," Cloud ","2024-05-05","On Hold ","USD 2,201.04 "," vendor submitted via portal; cost center 104"
"INV-541340","Zenith-Components ","Facility "," 2024-06-15","Rejected ","USD 6, 791.39","price variance escalated; cost center 109 "
"INV-336700","ZenithComponents ","Software "," 2024-08-16","Approved","$2,341.71 ","vendor submitted via portal; cost center 111"
"INV-566643"," Nova Packg. "," Logistics "," 2024-05-27 ","Pending ","USD 2,937.79"," pending shipping confirmation; cost center 106 "
"INV-431764"," NovaPack"," Hardware","2024-07-21 ","Pending "," $8,881.26"," match to PO required; cost center 117 "
"INV-296048","LumenAnalytic "," Software "," 2024-09-19"," Pending ","$8,293.44"," match to PO required; cost center 107 "
"INV-720921","Vertex Logistics ","Software "," 2024-08-05"," Approved ","$4,578.36 ","vendor submitted via portal; cost center 108 "
"INV-545970","LumenAnalytics ","Cloud ","2024-01-26 "," Pending ","$1,993.48 "," price variance escalated; cost center 106"
"INV-962781"," NovaPack "," Professional Services","2024-02-11 "," Pending "," $8,589.58 "," requires VAT documentation; cost center 100 "
"INV-791518","Zenith Components"," Cloud "," 2024-07-30 "," Approved","USD 3, 434.05"," three-way match complete; cost center 113"
"INV-934226","Vertex Log."," Logistics","2024-04-15","On Hold "," USD 6,765.82 ","three-way match complete; cost center 114"
"INV-547480","Helios Robotix","Cloud "," 2024-05-25"," Approved "," $8,699.71 ","pending shipping confirmation; cost center 109 "
"INV-738291"," Vertex Logistics"," Professional Services ","2024-02-02 "," Rejected","$1,590.44 ","price variance escalated; cost center 100"
"INV-669524","VertexLogistics"," Hardware ","2024-05-11","Approved ","$1,252.94"," requires VAT documentation; cost center 104 "
"INV-819732","Vertex Logistics "," Facility "," 2024-09-14"," Approved"," $5,189.58 ","vendor submitted via portal; cost center 116 "
"INV-686679"," Astra-Supplies "," Professional Services "," 2024-05-26"," Pending "," USD 2,214.29"," three-way match complete; cost center 100 "
"INV-686679","Astra-Supplies "," Professional Services ","2024-05-26 "," Pending ","USD 2,214.29 ","duplicate submit; consolidate in close process "
"INV-829977"," Vtx Logistics"," Facility","2024-07-22","Pending ","USD 2, 094.04 ","requires VAT documentation; cost center 118"
"INV-157192","Lumen Analytix ","Professional Services ","2024-01-02 "," Approved"," USD 6,238.25 "," match to PO required; cost center 103 "
"INV-518219","Zenith Comp.","Hardware"," 2024-04-30 ","On Hold ","USD 7,145.73 ","requires VAT documentation; cost center 119"
"INV-861440"," NovaPack ","Facility"," 2024-04-05","Approved "," USD 647.79"," three-way match complete; cost center 107 "
"INV-960776","Helios Robotics "," Logistics"," 2024-09-22","Rejected ","USD 7,212.24 "," vendor submitted via portal; cost center 110 "
"INV-877402","Vertex-Logistics ","Hardware"," 2024-06-24","Approved ","$1,591.75"," vendor submitted via portal; cost center 116 "
"INV-515148","LumenAnalytics "," Cloud "," 2024-08-31","On Hold "," $6,692.75 "," vendor submitted via portal; cost center 101"
"INV-694707"," Helios Robotix ","Software ","2024-08-28"," Pending ","USD 7, 339.48 "," requires VAT documentation; cost center 101"
"INV-282988"," LumenAnalytics ","Professional Services ","2024-06-11 "," Approved"," USD 3, 517.99","pending shipping confirmation; cost center 104"
"INV-380797","Zenith Component ","Facility "," 2024-02-26 ","Approved ","$8,969.91 "," match to PO required; cost center 111"
"INV-680738","Vtx Logistics"," Facility ","2024-09-01 "," Approved ","$5,002.02 "," match to PO required; cost center 108 "
"INV-243356"," Helios Robotix ","Logistics","2024-04-26 ","Rejected "," $507.67 "," pending shipping confirmation; cost center 115"
"INV-218144","Vertex-Logistics "," Software "," 2024-06-22 "," Rejected"," USD 9,723.52 ","pending shipping confirmation; cost center 102"
"INV-759067","Astra Supplies ","Logistics","2024-05-25","Pending ","$5,743.90 ","match to PO required; cost center 101"
"INV-796313","Vtx Logistics "," Cloud ","2024-04-20 "," Pending","$3,585.11 ","vendor submitted via portal; cost center 117"
"INV-397857"," Zenith Comp. "," Logistics"," 2024-06-03 ","Approved","$6,171.02 "," requires VAT documentation; cost center 107 "
"INV-391989"," NovaPack "," Logistics ","2024-09-26","Pending ","USD 2,800.08"," three-way match complete; cost center 113"
"INV-568444","NovaPack"," Logistics"," 2024-01-09 ","Rejected"," $741.38 "," match to PO required; cost center 102 "
"INV-426973"," LumenAnalytic ","Hardware ","2024-07-04","Pending","$9,394.29","requires VAT documentation; cost center 111 "
"INV-274205","Astra Supplies","Cloud ","2024-03-27 ","Approved ","USD 5,111.76"," match to PO required; cost center 108"
"INV-101561","NovaPack ","Software","2024-04-29 ","Approved ","USD 6, 500.96 "," vendor submitted via portal; cost center 118"
"INV-467122"," Zenith Component","Professional Services "," 2024-08-11 "," Approved "," USD 2, 174.12 "," vendor submitted via portal; cost center 111 "
"INV-893347"," Lumen Analytix ","Logistics "," 2024-05-26","Approved ","$2,562.46"," price variance escalated; cost center 107"
"INV-613351","Novapackaging"," Cloud ","2024-03-08"," Approved "," $9,224.71 "," requires VAT documentation; cost center 102"
"INV-720519","Helios Robotix","Software","2024-06-12 ","Approved ","$3,114.66","match to PO required; cost center 119"
"INV-803443","Lumen-Analytics "," Facility"," 2024-09-29 "," Approved ","$2,388.50 "," pending shipping confirmation; cost center 114 "
"INV-883006","Vtx Logistics "," Professional Services ","2024-02-28","On Hold "," $4,655.67 "," pending shipping confirmation; cost center 104 "
"INV-613575"," Vertex Logistics ","Hardware "," 2024-09-22 "," Approved ","USD 5, 053.27 ","three-way match complete; cost center 116"
"INV-649079","Vtx Logistics"," Logistics"," 2024-04-12"," Approved","$2,521.36 ","pending shipping confirmation; cost center 115"
"INV-856151","HeliosRobotics"," Professional Services ","2024-04-18","Pending"," $7,256.08","pending shipping confirmation; cost center 118"
"INV-318931","Zenith Components "," Cloud","2024-09-21","Approved "," $4,651.28 ","vendor submitted via portal; cost center 103 "
"INV-499828","Vertex-Logistics","Professional Services","2024-01-25","Pending","USD 3, 155.58 "," match to PO required; cost center 100"
"INV-609625","Zenith Comp.","Hardware"," 2024-04-29","Approved "," $3,128.97 ","match to PO required; cost center 116"
"INV-278397","Astra suppl. ","Logistics","2024-09-11 "," On Hold "," USD 892.88 ","three-way match complete; cost center 117 "
"INV-312383","Helios Robotics"," Software ","2024-01-04"," Rejected ","USD 7, 687.49","requires VAT documentation; cost center 116 "
"INV-596753","HELIOS ROBOTICS"," Logistics","2024-04-30 ","Approved"," $3,120.78 ","pending shipping confirmation; cost center 104"
"INV-453055","Zenith Comp."," Software","2024-02-22","Approved","$6,132.65 "," pending shipping confirmation; cost center 101 "
"INV-506416","Novapackaging "," Hardware"," 2024-09-16 ","Approved","USD 3, 330.05"," three-way match complete; cost center 104"
"INV-824486","Lumen Analytix","Facility","2024-07-10"," On Hold","$3,980.53 ","match to PO required; cost center 106"
"INV-172286","Nova-Packaging","Logistics"," 2024-02-18"," Pending"," $7,794.09 ","requires VAT documentation; cost center 119 "
"INV-687618"," VertexLogistics","Software "," 2024-02-20","Approved "," USD 606.49 ","three-way match complete; cost center 113 "
"INV-769980","Astra suppl. "," Logistics "," 2024-03-06","On Hold","$1,058.19","vendor submitted via portal; cost center 109"
"INV-451982"," Nova Packg."," Logistics","2024-04-21 ","Approved"," $1,278.64 ","vendor submitted via portal; cost center 101"
"INV-356162","LumenAnalytics "," Hardware ","2024-04-08","Pending "," $9,496.86 "," pending shipping confirmation; cost center 101 "
"INV-521204"," HELIOS ROBOTICS","Hardware "," 2024-06-11"," On Hold","$9,945.07","pending shipping confirmation; cost center 115 "
"INV-183226","LumenAnalytics","Professional Services "," 2024-09-25 "," Approved ","USD 6, 361.45 ","vendor submitted via portal; cost center 100"
"INV-449726","Helios Robotix ","Hardware","2024-02-08"," Pending "," $7,578.70","match to PO required; cost center 104"
"INV-871540"," Helios Robotix ","Facility "," 2024-06-27 ","Approved "," USD 4, 113.94"," pending shipping confirmation; cost center 117 "
"INV-733884"," Astra-Supplies "," Facility ","2024-05-26 "," Pending ","$8,973.43 ","match to PO required; cost center 105"
"INV-473701","Vertex Logistics "," Cloud "," 2024-06-12 ","Approved","USD 817.60","three-way match complete; cost center 101 "
"INV-200262"," VertexLogistics"," Professional Services "," 2024-08-26 "," Approved","USD 4,001.15"," pending shipping confirmation; cost center 113"
"INV-108046"," Lumen-Analytics"," Logistics ","2024-09-20"," Rejected","USD 9, 303.70"," pending shipping confirmation; cost center 114"
"INV-623688","Nova Packg. "," Software","2024-01-27 ","Pending "," $1,398.33 "," three-way match complete; cost center 109 "
"INV-484087"," LumenAnalytics"," Cloud","2024-04-21","Approved"," $1,101.91 ","three-way match complete; cost center 108"
"INV-816459"," Nova Packg.","Hardware"," 2024-01-31 ","Pending "," $7,329.73 ","requires VAT documentation; cost center 119"
"INV-310738","ZenithComponents "," Logistics","2024-03-18"," Pending"," $9,025.41 ","match to PO required; cost center 119"
"INV-879292"," Lumen-Analytics"," Cloud","2024-06-05 ","Pending"," USD 3, 533.13 "," three-way match complete; cost center 102 "
"INV-191109","Nova-Packaging"," Cloud "," 2024-02-24 ","Approved "," $8,655.55 "," price variance escalated; cost center 114 "
"INV-998719"," AstraSupply "," Facility","2024-01-13"," On Hold"," $9,910.42"," vendor submitted via portal; cost center 117 "
"INV-660823"," LumenAnalytic ","Logistics ","2024-08-03"," Pending","USD 4,609.27 ","match to PO required; cost center 107"
"INV-367366","Helios Robotics "," Cloud"," 2024-01-27 ","Pending"," $4,557.97 "," match to PO required; cost center 106"
"INV-967168"," Lumen-Analytics"," Logistics "," 2024-07-23 "," Approved"," $5,441.85","requires VAT documentation; cost center 110 "
"INV-732168","VertexLogistics","Software "," 2024-02-10 "," Rejected ","USD 2, 631.77"," vendor submitted via portal; cost center 103 "
"INV-701650"," LumenAnalytics "," Logistics","2024-03-18 ","Pending"," USD 1, 823.87","three-way match complete; cost center 117 "
"INV-721635"," Nova-Packaging","Logistics","2024-07-24 ","Approved"," $7,100.96 "," three-way match complete; cost center 103 "
"INV-347159","Zenith Component","Logistics ","2024-08-12"," Approved","USD 3,165.98 "," price variance escalated; cost center 100 "
"INV-944357"," Lumen Analytix ","Software ","2024-08-13 "," Approved "," USD 7,210.71"," requires VAT documentation; cost center 118 "
"INV-422843"," HELIOS ROBOTICS"," Hardware"," 2024-04-16","Approved"," USD 7, 401.66"," requires VAT documentation; cost center 107 "
"INV-258710","Zenith Components "," Logistics "," 2024-09-21"," Approved "," $1,724.72 "," vendor submitted via portal; cost center 108"
"INV-582718","LumenAnalytics"," Software "," 2024-02-25"," Approved "," $3,832.41 ","requires VAT documentation; cost center 111"
"INV-582718","Lumen Analytics","Software "," 2024-02-25 ","Approved "," $3,832.41","duplicate submit; consolidate in close process"
"INV-425971","Astra Supplies"," Logistics "," 2024-02-13"," On Hold ","$635.84"," price variance escalated; cost center 118"
"INV-770558"," Vertex Log. "," Software","2024-07-14","Approved"," $3,303.37 "," pending shipping confirmation; cost center 106"
"INV-752261","Astra-Supplies","Cloud ","2024-05-20"," Rejected"," USD 7, 774.23","match to PO required; cost center 111 "
"INV-697307","Vtx Logistics ","Logistics"," 2024-05-30","Approved ","USD 3,498.63"," requires VAT documentation; cost center 115 "
"INV-352106","Zenith Component"," Facility "," 2024-06-30 "," Approved","$8,097.79 ","pending shipping confirmation; cost center 109 "
"INV-788607","Astra Supplies","Hardware ","2024-04-02 ","Approved"," USD 3, 602.27","three-way match complete; cost center 107"
"INV-138209","Zenith-Components ","Cloud"," 2024-03-05 "," On Hold","USD 7, 127.41"," vendor submitted via portal; cost center 110 "
"INV-203945","AstraSupply "," Logistics"," 2024-08-17 "," Pending "," USD 8, 558.45"," match to PO required; cost center 101"
"INV-936871","HeliosRobotics","Software"," 2024-05-27","Approved ","$6,742.98","three-way match complete; cost center 118 "
"INV-927647"," Helios Robotix","Professional Services "," 2024-09-02","Pending "," $2,872.90","requires VAT documentation; cost center 101"
"INV-733633"," Astra suppl.","Cloud ","2024-08-02"," Approved","USD 9, 723.21 "," vendor submitted via portal; cost center 112"
"INV-923562","Helios Robotix ","Logistics"," 2024-04-26"," Rejected","$4,078.38 ","vendor submitted via portal; cost center 107"
"INV-706547","Vtx Logistics "," Software","2024-02-24 "," On Hold ","$8,887.15 "," three-way match complete; cost center 106"
"INV-951352","Lumen Analytics"," Cloud "," 2024-07-11 ","Rejected"," USD 1, 855.87"," vendor submitted via portal; cost center 101"
"INV-598337","Helios Robotix "," Facility","2024-06-02","Approved ","$4,367.45 "," requires VAT documentation; cost center 118 "
"INV-290203"," Nova Packaging"," Hardware "," 2024-06-24 ","On Hold "," $9,956.30"," three-way match complete; cost center 111 "
"INV-724472"," LumenAnalytic"," Hardware "," 2024-04-14 "," Approved ","USD 3, 438.44 ","vendor submitted via portal; cost center 113 "
"INV-333090","Lumen-Analytics"," Cloud"," 2024-09-02 ","Approved ","$5,125.66"," pending shipping confirmation; cost center 116 "
"INV-660894"," Helios Robotics"," Logistics "," 2024-04-06 "," Pending"," USD 1,380.07 ","pending shipping confirmation; cost center 119 "
"INV-875154"," HeliosRobotics ","Professional Services"," 2024-02-29 "," Approved "," $3,727.56","pending shipping confirmation; cost center 107"
"INV-842532","Lumen Analytics"," Logistics"," 2024-03-22"," Approved","$3,364.54","three-way match complete; cost center 116 "
"INV-917307","LumenAnalytics"," Professional Services"," 2024-01-15 "," Approved ","$4,908.45"," match to PO required; cost center 104"
"INV-958695","Helios Robotics "," Software "," 2024-06-26 "," Rejected ","$4,302.81","match to PO required; cost center 103"
"INV-393069","Zenith Comp."," Professional Services"," 2024-02-15 "," Pending ","USD 4,330.83 "," pending shipping confirmation; cost center 103"
"INV-844644","ZenithComponents ","Software "," 2024-02-05 ","On Hold","USD 9,489.98 "," pending shipping confirmation; cost center 101 "
"INV-110488"," Helios Robotix "," Facility "," 2024-07-03 ","Approved"," USD 3,493.38 ","vendor submitted via portal; cost center 107 "
"INV-260859","Helios Robotics","Logistics","2024-03-16","Pending","$9,833.98 "," match to PO required; cost center 108 "
"INV-518287","Vertex Logistics "," Logistics"," 2024-07-31 ","On Hold ","$4,353.37","price variance escalated; cost center 115 "
"INV-659611"," Vtx Logistics","Facility "," 2024-06-03","Pending ","$9,478.53 ","three-way match complete; cost center 116 "
"INV-795277","Vertex Log. ","Software"," 2024-06-30"," Pending "," $9,414.79 ","pending shipping confirmation; cost center 101 "
"INV-376579","HeliosRobotics"," Professional Services","2024-04-26"," Approved"," USD 3,763.73"," three-way match complete; cost center 110 "
"INV-405943","HeliosRobotics"," Software"," 2024-03-30"," Pending"," $8,385.01","requires VAT documentation; cost center 109 "
"INV-899056","Novapackaging "," Software "," 2024-03-14"," Approved","$6,758.53","three-way match complete; cost center 118"
"INV-365040","Vtx Logistics ","Professional Services","2024-01-31 "," Approved","USD 6, 225.97"," match to PO required; cost center 114"
"INV-365040","Vertex Logistics"," Professional Services ","2024-01-31 ","Approved ","USD 6, 225.97 "," duplicate submit; consolidate in close process"
"INV-115519","Helios Robotics "," Professional Services ","2024-04-23","Approved","USD 2, 671.25","pending shipping confirmation; cost center 118"
"INV-379523","Nova-Packaging "," Logistics ","2024-02-10 ","On Hold "," $9,681.12"," pending shipping confirmation; cost center 112"
"INV-932801","ZenithComponents","Logistics ","2024-06-24 "," Approved "," USD 687.29"," requires VAT documentation; cost center 110"
"INV-935254"," Nova Packaging"," Professional Services"," 2024-09-10"," Pending "," $3,323.82 ","requires VAT documentation; cost center 106 "
"INV-935254","Nova Packaging","Professional Services ","2024-09-10","Pending","$3,323.82 ","duplicate submit; consolidate in close process "
"INV-456983","Helios Robotix","Cloud ","2024-07-30 "," Approved"," $6,850.50","pending shipping confirmation; cost center 119"
"INV-456983","HELIOS ROBOTICS","Cloud","2024-07-30","Approved ","$6,850.50 "," duplicate submit; consolidate in close process "
"INV-725188"," Zenith Component","Professional Services "," 2024-01-07"," Pending","USD 4,429.28"," pending shipping confirmation; cost center 118 "
"INV-965417"," Lumen Analytix"," Facility ","2024-02-01 "," Approved","USD 9, 944.88","pending shipping confirmation; cost center 109 "
"INV-133404"," Lumen-Analytics ","Professional Services "," 2024-03-05","Approved"," $5,523.09"," requires VAT documentation; cost center 103"
"INV-133404"," Lumen Analytix","Professional Services "," 2024-03-05","Approved","$5,523.09 "," duplicate submit; consolidate in close process"
"INV-599495"," Nova-Packaging"," Cloud"," 2024-09-23","Approved ","$8,678.90","vendor submitted via portal; cost center 100"
"INV-599495","Nova-Packaging"," Cloud "," 2024-09-23"," Approved"," $8,678.90"," duplicate submit; consolidate in close process"
"INV-483228"," Nova-Packaging "," Software"," 2024-02-07 ","Approved ","USD 7, 663.11 "," match to PO required; cost center 103"
"INV-499419"," Astra-Supplies ","Software"," 2024-08-04","On Hold ","$8,896.32"," match to PO required; cost center 113"
"INV-994050"," Lumen-Analytics "," Facility "," 2024-03-14"," Approved","$8,469.32"," price variance escalated; cost center 106"
"INV-540607"," Lumen-Analytics ","Logistics"," 2024-03-28 ","Approved ","$8,830.96"," three-way match complete; cost center 117 "
"INV-320639"," Lumen Analytix"," Professional Services"," 2024-06-25 ","Rejected","$3,383.17","vendor submitted via portal; cost center 116 "
"INV-686237"," Zenith Component ","Software "," 2024-06-05","Pending "," USD 8, 236.65 ","vendor submitted via portal; cost center 101 "
"INV-291348","Astra Supplies "," Facility ","2024-07-20"," Approved","USD 1, 922.87 "," vendor submitted via portal; cost center 114"
"INV-554857"," LumenAnalytic ","Logistics ","2024-03-26 "," Pending "," $2,763.44 ","match to PO required; cost center 104 "
"INV-679196"," Astra Supplies "," Professional Services ","2024-09-21","Rejected","USD 1,707.67 ","pending shipping confirmation; cost center 119 "
"INV-679196","AstraSupply ","Professional Services "," 2024-09-21 "," Rejected "," USD 1,707.67","duplicate submit; consolidate in close process"
"INV-884135"," Lumen Analytix","Software "," 2024-03-22","Pending"," $5,967.53 "," pending shipping confirmation; cost center 104"
"INV-823835"," Zenith Components"," Professional Services "," 2024-08-11 ","Approved","$8,408.60 ","price variance escalated; cost center 114 "
"INV-626138"," Nova Packg. ","Facility"," 2024-06-30 ","On Hold ","USD 6,175.90 "," three-way match complete; cost center 103 "
"INV-797099"," Nova Packg. ","Professional Services "," 2024-07-19"," Approved","USD 4, 014.93","price variance escalated; cost center 103 "
"INV-905291"," Astra suppl. ","Logistics ","2024-05-25"," Approved","$643.04","price variance escalated; cost center 109"
"INV-905291","Astra Supplies","Logistics"," 2024-05-25"," Approved ","$643.04","duplicate submit; consolidate in close process"
"INV-722754"," Zenith Comp. ","Professional Services","2024-08-20 "," Rejected "," $1,224.35 ","vendor submitted via portal; cost center 101"
"INV-651723","Helios-Robotics"," Software","2024-05-01 ","Approved ","USD 832.09","requires VAT documentation; cost center 104"
"INV-484278","Nova-Packaging","Software ","2024-06-03 "," Approved "," $9,928.72"," vendor submitted via portal; cost center 101"
"INV-325199","LumenAnalytic"," Facility","2024-05-08","Pending ","USD 3, 130.93","pending shipping confirmation; cost center 116 "
"INV-350760","Novapackaging"," Facility"," 2024-05-14"," Approved ","USD 5, 447.74 "," pending shipping confirmation; cost center 108 "
"INV-119551","Vertex Logistics "," Cloud ","2024-06-28"," Pending ","$7,817.28 ","vendor submitted via portal; cost center 104"
"INV-594290"," Nova-Packaging "," Hardware","2024-05-24 "," Approved","$6,870.47","requires VAT documentation; cost center 116"
"INV-514164","Zenith Components "," Hardware ","2024-08-03"," On Hold"," USD 9,985.99","match to PO required; cost center 110"
"INV-923682","Helios-Robotics"," Hardware"," 2024-09-26 ","Approved","USD 2, 121.76 ","pending shipping confirmation; cost center 104 "
"INV-953664","Zenith Component","Hardware"," 2024-09-25 "," Approved "," USD 4,751.80 ","match to PO required; cost center 118"
"INV-477296","Helios Robotix "," Cloud "," 2024-03-18","Approved ","$5,588.02","match to PO required; cost center 102"
"INV-477296","HeliosRobotics"," Cloud ","2024-03-18 ","Approved "," $5,588.02 ","duplicate submit; consolidate in close process "
"INV-683877","Lumen Analytics","Software "," 2024-02-29"," Approved","$5,863.27 "," vendor submitted via portal; cost center 112"
"INV-683877","Lumen Analytix "," Software","2024-02-29"," Approved"," $5,863.27"," duplicate submit; consolidate in close process "
"INV-114787","Vertex Logistics ","Cloud "," 2024-06-15","Pending ","USD 9, 136.69 "," three-way match complete; cost center 110"
"INV-745098","Astra-Supplies","Professional Services "," 2024-05-27 "," Pending"," $1,731.22 "," match to PO required; cost center 103"
"INV-745098","Astra Spp "," Professional Services"," 2024-05-27 ","Pending"," $1,731.22 ","duplicate submit; consolidate in close process"
"INV-325920","Astra Supplies","Logistics"," 2024-08-07"," Approved","USD 2, 930.21 ","requires VAT documentation; cost center 109 "
"INV-831502","LumenAnalytic"," Cloud"," 2024-06-26"," Approved ","$9,744.36"," vendor submitted via portal; cost center 101"
"INV-571657","Nova-Packaging"," Logistics "," 2024-04-23","Approved "," $5,323.40 "," match to PO required; cost center 119"
"INV-752484"," HELIOS ROBOTICS","Facility","2024-05-08 ","Approved "," USD 6, 385.44 ","match to PO required; cost center 107"
"INV-520887","Helios Robotics "," Cloud"," 2024-06-07","Approved","$5,896.10 ","requires VAT documentation; cost center 117"
"INV-751286"," Astra Supplies ","Logistics "," 2024-01-22 "," Approved "," USD 717.41 ","price variance escalated; cost center 118"
"INV-668897","HeliosRobotics "," Logistics"," 2024-08-05"," On Hold"," $7,762.85 "," match to PO required; cost center 108 "
"INV-469074"," ZenithComponents ","Cloud"," 2024-01-22 ","Approved "," USD 7,199.94 "," vendor submitted via portal; cost center 107"
"INV-119367","Astra-Supplies ","Software"," 2024-09-16","On Hold"," $6,807.73","price variance escalated; cost center 118"
"INV-788707"," Astra Spp ","Hardware ","2024-07-17 ","Approved"," USD 8,316.69"," vendor submitted via portal; cost center 105"
"INV-163038","Helios-Robotics "," Cloud "," 2024-05-04","Approved "," USD 9, 995.46 ","match to PO required; cost center 112 "
"INV-650328"," LumenAnalytic "," Facility"," 2024-01-02"," Approved","USD 5,740.31"," requires VAT documentation; cost center 116 "
"INV-141231"," Astra Supplies","Hardware "," 2024-01-06 "," Approved "," $7,762.03 "," pending shipping confirmation; cost center 110 "
"INV-690956"," Astra Supplies"," Hardware"," 2024-05-04 ","Approved "," $6,084.64","vendor submitted via portal; cost center 107"
"INV-149422"," Helios-Robotics ","Cloud","2024-03-04","Approved "," USD 7, 229.56"," pending shipping confirmation; cost center 103"
"INV-897800","Lumen Analytix"," Professional Services "," 2024-02-19 "," Pending "," USD 9,422.12"," match to PO required; cost center 105 "
"INV-307592"," Helios-Robotics"," Cloud","2024-08-09 ","Approved"," $8,162.00","pending shipping confirmation; cost center 104"
"INV-307109"," Zenith Component","Cloud "," 2024-08-07"," Approved"," USD 7, 855.41"," match to PO required; cost center 104"
"INV-916757"," Vertex Logistics ","Software "," 2024-02-29 "," Approved"," $1,940.42 ","price variance escalated; cost center 115 "
"INV-532486","Vertex Logistics"," Logistics "," 2024-02-18"," Approved"," $3,508.11 ","price variance escalated; cost center 104"
"INV-665016","Helios Robotix"," Hardware "," 2024-04-02","On Hold","$2,605.74 "," requires VAT documentation; cost center 100"
"INV-639842"," HELIOS ROBOTICS","Logistics","2024-06-21"," Approved "," $9,482.32 "," three-way match complete; cost center 101 "
"INV-493036"," Lumen-Analytics","Logistics"," 2024-01-21 ","Approved","$5,291.57 ","pending shipping confirmation; cost center 116"
"INV-264049","Vtx Logistics"," Cloud"," 2024-01-12 "," Approved "," $8,890.13 "," requires VAT documentation; cost center 118 "
"INV-951423","Astra Supplies","Hardware"," 2024-03-05"," Approved "," $7,358.85","three-way match complete; cost center 103 "
"INV-790670","Lumen Analytix ","Facility "," 2024-02-22"," Approved ","USD 3,231.08 "," match to PO required; cost center 102"
"INV-485474"," Vtx Logistics ","Professional Services","2024-05-24 ","Approved"," $736.52 "," requires VAT documentation; cost center 101"
"INV-508012"," Astra Spp "," Software "," 2024-09-02","Pending"," $7,612.45 "," price variance escalated; cost center 111"
"INV-791396"," AstraSupply "," Professional Services "," 2024-08-21 ","Approved"," USD 9,664.69 "," vendor submitted via portal; cost center 117"
"INV-679842"," LumenAnalytic","Software"," 2024-05-11"," Approved"," $8,935.60"," pending shipping confirmation; cost center 105 "
"INV-717546"," Vertex Log. "," Facility ","2024-02-23 "," Pending"," $9,021.12 "," match to PO required; cost center 111 "
"INV-782819"," Vertex Log.","Logistics "," 2024-08-25 "," Pending","$9,014.45 "," match to PO required; cost center 118 "
"INV-854030"," VertexLogistics ","Hardware"," 2024-04-07 ","Rejected"," $7,921.74 "," pending shipping confirmation; cost center 118 "
"INV-854030","Vertex Log. ","Hardware ","2024-04-07 "," Rejected"," $7,921.74","duplicate submit; consolidate in close process "
"INV-623427","Zenith Components "," Logistics","2024-05-10 "," Rejected"," $4,744.27"," requires VAT documentation; cost center 115 "
"INV-516781","Vertex Log. "," Logistics "," 2024-02-15"," Pending","USD 9, 635.76"," match to PO required; cost center 107 "
"INV-516781"," VertexLogistics "," Logistics"," 2024-02-15 ","Pending","USD 9, 635.76","duplicate submit; consolidate in close process "
"INV-179225"," Zenith Comp. "," Facility ","2024-01-02 ","On Hold "," USD 3, 717.32"," match to PO required; cost center 113"
"INV-245678","Zenith Component"," Facility ","2024-03-28 "," Pending ","$3,832.99 "," match to PO required; cost center 119 "
"INV-363683"," Nova Packaging"," Software","2024-08-18 "," Approved","$8,682.81 "," three-way match complete; cost center 118"
"INV-661222"," AstraSupply","Logistics"," 2024-06-12 ","Approved "," $1,917.12","three-way match complete; cost center 103"
"INV-530335"," HeliosRobotics"," Software","2024-03-04 ","Pending "," $8,064.79 "," vendor submitted via portal; cost center 119"
"INV-637601","VertexLogistics ","Facility"," 2024-07-04","Pending"," $2,109.53 "," requires VAT documentation; cost center 111 "
"INV-660522","Nova Packg."," Facility ","2024-09-15 "," On Hold "," USD 8,953.27"," requires VAT documentation; cost center 100 "
"INV-517509","HELIOS ROBOTICS ","Facility "," 2024-09-11 "," Approved","USD 5, 773.05 "," match to PO required; cost center 117 "
"INV-268461"," LumenAnalytics"," Hardware"," 2024-04-24","Approved","$2,018.99"," pending shipping confirmation; cost center 110"
"INV-933811","Zenith Component "," Logistics ","2024-02-09","Approved "," $7,460.23 "," vendor submitted via portal; cost center 114"
"INV-791927"," Zenith Components ","Hardware","2024-02-18"," Rejected "," $6,135.41","vendor submitted via portal; cost center 118 "
"INV-102741","Vtx Logistics "," Facility","2024-06-20 "," Pending ","$4,799.36","vendor submitted via portal; cost center 106"
"INV-551072"," Vertex Log. "," Professional Services"," 2024-08-17 ","Approved","$6,834.58"," pending shipping confirmation; cost center 103 "
"INV-128913"," AstraSupply","Facility"," 2024-07-05"," Pending "," $5,509.01"," price variance escalated; cost center 110"
"INV-700498"," Lumen Analytix"," Software ","2024-05-07"," Approved ","$7,955.75 ","requires VAT documentation; cost center 112"
