trip_id,driver_id,start_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,fare_amount
TRIP-42478,DRV-034,2024-06-10T01:47:31.027Z,15.092692,79.631273,15.139941,79.624942,13.44
TRIP-42169,DRV-092,2024-06-17T13:17:47.260Z,14.988437,79.675209,15.031314,79.768627,20.35
TRIP-03823,DRV-059,2024-06-28T02:56:34.009Z,15.032089,79.798808,15.011293,79.77838,9.81
TRIP-35302,DRV-097,2024-06-07T02:15:14.930Z,15.011694,79.73474,14.979599,79.736293,11.5
TRIP-27545,DRV-023,2024-06-28T21:42:17.180Z,15.092893,79.711521,15.126262,79.688991,12.76
TRIP-11829,DRV-081,2024-06-02T18:28:39.854Z,15.122345,79.731823,15.082722,79.70489,10.42
TRIP-42980,DRV-043,2024-06-30T04:43:14.757Z,14.980742,79.706151,15.025601,79.783368,18.75
TRIP-38412,DRV-025,2024-06-22T02:12:08.115Z,15.06264,79.68585,15.004698,79.644806,17.63
TRIP-20191,DRV-087,2024-06-14T12:13:43.815Z,15.147348,79.769676,15.119605,79.85042,17.69
TRIP-27112,DRV-034,2024-06-18T17:29:29.186Z,14.988981,79.776865,14.959599,79.816187,11.85
TRIP-28537,DRV-027,2024-06-17T15:40:27.148Z,15.024469,79.62669,15.098248,79.662828,17.71
TRIP-11026,DRV-020,2024-06-17T00:04:22.468Z,14.957684,79.819735,14.920985,79.828898,13.02
TRIP-48200,DRV-018,2024-06-28T08:13:06.673Z,15.059018,79.818203,15.046064,79.801244,6.82
TRIP-36785,DRV-010,2024-06-03T22:10:46.912Z,15.114561,79.819704,15.098421,79.782379,9.62
TRIP-21259,DRV-016,2024-06-13T13:40:44.261Z,15.091076,79.72309,15.077666,79.705059,8.74
TRIP-05729,DRV-048,2024-06-03T15:38:26.220Z,15.034328,79.653769,15.042454,79.642499,8.84
TRIP-38661,DRV-055,2024-06-21T13:18:24.640Z,15.068793,79.812653,15.052372,79.865109,11.41
TRIP-36904,DRV-004,2024-06-27T12:31:25.180Z,14.976505,79.685114,14.982226,79.645638,12.21
TRIP-13112,DRV-095,2024-06-01T22:06:53.785Z,15.152271,79.713873,15.145637,79.72626,7.81
TRIP-47074,DRV-084,2024-06-05T03:18:06.006Z,14.964042,79.672442,14.96689,79.709432,12.27
TRIP-34020,DRV-007,2024-06-06T11:43:38.197Z,15.082383,79.779973,15.079266,79.767317,7.39
TRIP-00587,DRV-094,2024-06-12T13:23:42.879Z,15.111623,79.729265,15.192566,79.614557,28.33
TRIP-23762,DRV-061,2024-06-28T19:39:14.958Z,15.10534,79.71188,15.087757,79.711183,5.97
TRIP-00377,DRV-020,2024-06-22T16:57:15.305Z,15.011155,79.630347,14.992473,79.674328,12.87
TRIP-15451,DRV-023,2024-06-16T05:06:26.269Z,14.974222,79.811137,14.975946,79.792542,8.71
TRIP-05126,DRV-034,2024-06-21T03:23:23.234Z,14.984394,79.765772,14.993479,79.811839,14.44
TRIP-18568,DRV-062,2024-06-18T12:27:29.243Z,15.136344,79.800573,15.127681,79.777982,9.93
TRIP-41140,DRV-061,2024-06-15T11:58:08.473Z,15.038499,79.738484,15.014158,79.707879,10.36
TRIP-32370,DRV-021,2024-06-04T08:02:54.279Z,15.019023,79.626027,15.018286,79.568252,13.84
TRIP-38911,DRV-004,2024-06-21T13:45:25.890Z,14.968315,79.743826,14.990404,79.740866,9.09
TRIP-30019,DRV-002,2024-06-23T01:28:48.013Z,15.113316,79.817021,15.069244,79.874801,17.99
TRIP-46579,DRV-066,2024-06-04T13:23:08.792Z,15.102415,79.704311,15.101153,79.684374,7.87
TRIP-05741,DRV-064,2024-06-04T17:42:47.033Z,15.156153,79.641682,15.155598,79.650176,7.46
TRIP-05112,DRV-002,2024-06-13T19:20:13.586Z,15.156744,79.689065,15.148811,79.680565,6.31
TRIP-44353,DRV-037,2024-06-13T20:46:51.543Z,15.061527,79.763702,15.018019,79.755289,10.31
TRIP-05009,DRV-006,2024-06-05T02:48:23.513Z,15.007839,79.813947,15.016886,79.801532,6.07
TRIP-02409,DRV-007,2024-06-04T04:35:20.361Z,14.991557,79.731931,14.981881,79.745688,7.84
TRIP-29923,DRV-053,2024-06-20T10:34:11.734Z,15.123232,79.624865,15.108067,79.643612,8.78
TRIP-09297,DRV-047,2024-06-30T02:00:23.086Z,15.130032,79.686717,15.134996,79.670335,8.21
TRIP-49975,DRV-040,2024-06-22T17:38:24.996Z,15.104923,79.664913,15.118155,79.661798,7.67
TRIP-47525,DRV-071,2024-06-19T12:53:16.200Z,15.0027,79.658059,14.997839,79.652752,5.1
TRIP-39759,DRV-030,2024-06-06T10:07:28.738Z,15.09752,79.632868,15.051867,79.618575,12
TRIP-04405,DRV-005,2024-06-28T20:02:57.385Z,15.070231,79.73177,14.999278,79.660948,18.62
TRIP-32647,DRV-013,2024-06-05T04:45:09.580Z,14.991063,79.820618,14.991604,79.811177,5.74
TRIP-25553,DRV-064,2024-06-13T17:05:11.054Z,15.011518,79.803869,14.874144,79.886621,33.66
TRIP-30404,DRV-083,2024-06-10T04:45:21.447Z,15.071505,79.795628,15.05152,79.805592,8.64
TRIP-26083,DRV-048,2024-06-11T12:49:53.628Z,15.047592,79.72625,15.024592,79.751397,11.22
TRIP-07564,DRV-079,2024-06-19T23:27:05.774Z,14.99472,79.668087,15.006775,79.671905,5.26
TRIP-21987,DRV-087,2024-06-24T00:57:50.509Z,15.103005,79.696413,15.134915,79.642718,15.66
TRIP-14289,DRV-063,2024-06-29T11:01:15.862Z,15.100335,79.652681,15.095753,79.609375,12.75
TRIP-42167,DRV-060,2024-06-20T00:32:07.070Z,15.060631,79.626639,15.103468,79.635097,11.03
TRIP-36552,DRV-053,2024-06-26T07:06:35.743Z,14.982264,79.788888,15.040836,79.795766,16.07
TRIP-47394,DRV-046,2024-06-29T17:23:34.040Z,15.075153,79.746704,15.04459,79.725838,9.83
TRIP-06823,DRV-040,2024-06-03T10:34:33.606Z,15.067688,79.663611,15.038588,79.650073,11.01
TRIP-48415,DRV-045,2024-06-17T14:41:50.975Z,15.126093,79.664624,15.293687,79.677867,39.12
TRIP-27455,DRV-028,2024-06-14T04:49:29.045Z,15.06981,79.74068,15.042072,79.761223,10.68
TRIP-02550,DRV-050,2024-06-18T02:49:56.529Z,14.994441,79.75815,14.999718,79.783558,8.26
TRIP-35120,DRV-040,2024-06-05T18:38:48.709Z,14.986405,79.723315,14.970873,79.746672,10.12
TRIP-07066,DRV-024,2024-06-28T07:24:31.816Z,15.052803,79.728234,15.065378,79.709556,10.98
TRIP-14740,DRV-014,2024-06-13T07:29:28.685Z,14.99276,79.782234,14.981986,79.770418,5.42
TRIP-15431,DRV-082,2024-06-14T17:37:43.119Z,15.12138,79.818832,15.140804,79.813993,8.04
TRIP-29577,DRV-011,2024-06-20T14:54:21.816Z,15.092224,79.778975,15.161033,79.704289,23.96
TRIP-19116,DRV-052,2024-06-04T11:44:57.975Z,15.017729,79.749825,15.04213,79.731776,8.75
TRIP-44075,DRV-097,2024-06-03T02:26:55.757Z,15.035921,79.707267,15.080084,79.724998,12.84
TRIP-01082,DRV-007,2024-06-21T17:38:36.086Z,15.127093,79.78615,15.165113,79.768358,12.94
TRIP-45803,DRV-049,2024-06-01T13:45:54.845Z,15.1566,79.72761,15.143132,79.734463,6.3
TRIP-46788,DRV-006,2024-06-20T09:11:26.075Z,15.030393,79.795218,14.998046,79.780654,8
TRIP-02363,DRV-054,2024-06-14T06:59:37.550Z,15.02847,79.628824,15.033485,79.61549,5.64
TRIP-11418,DRV-023,2024-06-25T22:20:30.587Z,14.99078,79.737554,14.998615,79.712817,9.02
TRIP-01563,DRV-024,2024-06-21T03:50:25.235Z,15.043225,79.803632,15.0636,79.851866,13.89
TRIP-10391,DRV-004,2024-06-21T08:47:06.773Z,15.01736,79.754904,15.039393,79.640907,22.16
TRIP-05377,DRV-093,2024-06-06T10:29:48.503Z,15.146021,79.811024,15.114183,79.824394,11.66
TRIP-21138,DRV-006,2024-06-11T09:30:52.680Z,15.155173,79.809942,15.180685,79.789,10.12
TRIP-23030,DRV-022,2024-06-11T16:10:26.702Z,15.007692,79.668066,14.99564,79.648924,9.89
TRIP-47759,DRV-029,2024-06-28T13:23:57.438Z,15.150286,79.646057,15.192624,79.657044,10.88
TRIP-07453,DRV-096,2024-06-30T00:20:02.197Z,15.005462,79.665994,14.993888,79.65055,6.95
TRIP-10020,DRV-004,2024-06-03T01:37:43.799Z,15.130037,79.747566,15.114322,79.726235,10.41
TRIP-20409,DRV-029,2024-06-24T00:09:26.353Z,15.153811,79.819738,15.169405,79.793282,8.74
TRIP-27793,DRV-003,2024-06-28T13:46:14.988Z,15.013786,79.783833,15.014302,79.737113,11.51
TRIP-02727,DRV-058,2024-06-23T19:36:51.215Z,15.067582,79.630894,15.02021,79.651012,11.42
TRIP-31759,DRV-052,2024-06-16T12:08:11.031Z,15.004689,79.728457,14.995569,79.746497,7.97
TRIP-35216,DRV-086,2024-06-27T10:08:51.016Z,15.096855,79.623265,15.079626,79.607622,9.03
TRIP-18944,DRV-002,2024-06-19T14:01:29.801Z,14.974171,79.761749,14.951516,79.756025,10.31
TRIP-11903,DRV-050,2024-06-21T23:43:07.477Z,15.108103,79.741128,15.1003,79.762398,8.51
TRIP-19176,DRV-099,2024-06-17T02:14:10.586Z,15.071578,79.635999,15.057325,79.610891,9.12
TRIP-22636,DRV-017,2024-06-15T12:09:53.815Z,15.060114,79.78172,15.043206,79.763706,8.38
TRIP-17887,DRV-067,2024-06-24T18:46:46.684Z,15.045042,79.656647,15.037364,79.671796,7.01
TRIP-08210,DRV-061,2024-06-29T15:32:30.393Z,15.136256,79.76876,15.11266,79.816305,12.19
TRIP-30943,DRV-019,2024-06-21T18:55:57.971Z,15.142062,79.709023,15.138727,79.705302,5.98
TRIP-14343,DRV-087,2024-06-26T17:33:56.872Z,15.102719,79.646759,15.095619,79.655736,7.37
TRIP-00793,DRV-017,2024-06-22T15:28:27.947Z,15.103761,79.741074,15.070235,79.689496,13.33
TRIP-25970,DRV-048,2024-06-04T21:12:28.892Z,14.970497,79.711846,14.985119,79.705548,7.39
TRIP-02664,DRV-033,2024-06-18T18:31:29.760Z,15.078902,79.705404,14.981813,79.638302,21.05
TRIP-49202,DRV-028,2024-06-26T02:48:32.360Z,15.046459,79.736958,15.043948,79.711006,7.77
TRIP-07237,DRV-067,2024-06-16T21:50:18.570Z,15.139629,79.685824,15.110648,79.666235,9.79
TRIP-17156,DRV-059,2024-06-05T05:22:50.534Z,15.137681,79.646348,15.145691,79.682277,8.47
TRIP-34659,DRV-048,2024-06-21T07:51:59.873Z,15.063508,79.788788,15.085357,79.778231,9.51
TRIP-39021,DRV-086,2024-06-03T13:37:55.592Z,15.047474,79.729587,15.068939,79.741017,9.07
TRIP-14645,DRV-005,2024-06-13T20:38:39.405Z,15.097497,79.7574,15.041604,79.775881,12.29
TRIP-04475,DRV-075,2024-06-12T13:23:57.032Z,15.061261,79.784687,15.053966,79.769614,7.86
TRIP-31097,DRV-082,2024-06-30T15:14:54.579Z,15.111787,79.67231,15.110258,79.626809,10.95
TRIP-23805,DRV-071,2024-06-06T15:01:56.407Z,14.991852,79.800462,14.95998,79.804653,11.49
TRIP-20173,DRV-069,2024-06-18T14:43:11.808Z,15.108724,79.810807,15.102396,79.831485,9.02
TRIP-41177,DRV-077,2024-06-21T07:28:38.483Z,15.094243,79.76486,15.039359,79.820348,16.94
TRIP-04681,DRV-057,2024-06-22T14:52:47.852Z,15.067787,79.669179,15.066622,79.691337,7.56
TRIP-18976,DRV-014,2024-06-21T10:26:31.768Z,15.017155,79.651103,15.204519,79.557425,37.14
TRIP-09810,DRV-064,2024-06-01T20:20:59.343Z,15.084322,79.776286,15.108927,79.812759,13.67
TRIP-09872,DRV-087,2024-06-20T17:33:47.041Z,15.02297,79.672077,15.052866,79.617841,16.09
TRIP-09829,DRV-032,2024-06-10T08:17:14.714Z,14.991406,79.701384,14.982296,79.75397,14.04
TRIP-40966,DRV-007,2024-06-16T12:23:23.450Z,14.963697,79.726202,14.941311,79.705175,10.35
TRIP-29437,DRV-010,2024-06-13T06:45:11.206Z,15.043998,79.709623,15.068355,79.732692,9.45
TRIP-32548,DRV-097,2024-06-30T09:23:25.278Z,15.139713,79.75939,15.136602,79.783586,7.07
TRIP-06811,DRV-059,2024-06-24T21:11:36.574Z,15.105107,79.770129,15.034415,79.796485,19.83
TRIP-29268,DRV-012,2024-06-01T23:27:42.941Z,15.079143,79.798125,15.094504,79.806921,6.31
TRIP-24297,DRV-017,2024-06-20T04:53:12.422Z,15.090911,79.799492,15.119684,79.79549,10.03
TRIP-06605,DRV-078,2024-06-23T12:04:35.367Z,14.984576,79.703973,14.96787,79.649366,12.2
TRIP-10665,DRV-009,2024-06-27T16:25:14.287Z,14.959487,79.738412,14.969339,79.751609,6.58
TRIP-49730,DRV-063,2024-06-18T00:23:44.430Z,15.021773,79.781634,15.030771,79.722718,11.87
TRIP-33056,DRV-074,2024-06-01T15:03:48.139Z,14.990069,79.818672,14.9781,79.823604,6.87
TRIP-28548,DRV-024,2024-06-07T17:50:34.902Z,15.046234,79.625697,15.054479,79.605239,10.68
TRIP-21649,DRV-028,2024-06-09T08:51:50.468Z,14.965807,79.669059,14.959191,79.645237,7.99
TRIP-09954,DRV-075,2024-06-27T02:51:10.973Z,14.967076,79.648792,14.857798,79.596951,22.64
TRIP-45523,DRV-014,2024-06-28T17:01:28.471Z,15.135597,79.688235,15.125615,79.648716,11.62
TRIP-25797,DRV-078,2024-06-07T03:45:05.734Z,15.079417,79.645154,15.071337,79.642628,5.1
TRIP-38555,DRV-028,2024-06-10T09:41:24.590Z,14.963446,79.631976,14.927447,79.619191,12.62
TRIP-34925,DRV-085,2024-06-25T15:24:32.716Z,15.057265,79.816501,15.063146,79.822196,6.92
TRIP-39570,DRV-034,2024-06-01T06:54:17.402Z,14.98107,79.631693,14.992241,79.659549,12.34
TRIP-38902,DRV-046,2024-06-09T12:34:23.102Z,14.990038,79.737362,15.012418,79.761391,8.72
TRIP-10336,DRV-077,2024-06-24T20:27:54.023Z,15.130428,79.795554,15.100532,79.809027,8.67
TRIP-32231,DRV-046,2024-06-21T05:50:27.402Z,15.02989,79.702653,14.998081,79.737373,12.94
TRIP-35752,DRV-050,2024-06-14T14:14:45.867Z,15.034969,79.7263,15.030983,79.766741,9.36
TRIP-25137,DRV-034,2024-06-09T06:23:28.930Z,14.987266,79.676416,14.994426,79.686692,5.62
TRIP-32032,DRV-058,2024-06-23T05:01:17.430Z,15.09544,79.676329,15.105666,79.666519,7.81
TRIP-43824,DRV-046,2024-06-11T18:57:54.986Z,15.043826,79.814871,15.060798,79.832848,9.86
TRIP-37385,DRV-058,2024-06-23T21:32:29.147Z,15.068781,79.818204,15.040271,79.816484,10.56
TRIP-00180,DRV-057,2024-06-19T08:42:04.285Z,14.958769,79.707532,14.927288,79.723891,8.63
TRIP-42273,DRV-075,2024-06-08T22:21:23.842Z,15.051759,79.676938,15.109842,79.683875,14.17
TRIP-09867,DRV-091,2024-06-26T18:39:32.776Z,14.990698,79.665617,15.020934,79.653672,9.48
TRIP-45623,DRV-055,2024-06-30T19:15:39.226Z,15.044114,79.638141,15.062298,79.53854,18.74
TRIP-02528,DRV-046,2024-06-22T22:49:39.791Z,15.13482,79.710547,15.145057,79.698612,6.96
TRIP-19762,DRV-095,2024-06-03T05:10:42.247Z,15.004554,79.780634,15.022295,79.788329,6.88
TRIP-02625,DRV-073,2024-06-06T06:48:39.910Z,15.121126,79.751493,15.091148,79.73393,11.22
TRIP-42039,DRV-098,2024-06-06T23:21:36.105Z,15.139476,79.669375,15.165245,79.689993,10.46
TRIP-44589,DRV-035,2024-06-03T07:57:15.166Z,14.959308,79.81528,14.927986,79.741154,18.66
TRIP-34493,DRV-016,2024-06-30T14:23:58.968Z,15.068742,79.635343,15.08409,79.589271,12.72
TRIP-49567,DRV-002,2024-06-25T05:30:33.932Z,15.05648,79.712105,14.97345,79.715661,19.91
TRIP-43293,DRV-057,2024-06-13T22:43:40.977Z,15.053517,79.781228,15.047362,79.792884,7.63
TRIP-46465,DRV-039,2024-06-17T01:13:40.067Z,15.090972,79.785557,15.116501,79.769258,10.44
TRIP-08401,DRV-032,2024-06-03T15:29:49.611Z,15.033645,79.629675,15.003591,79.666637,14.66
TRIP-00645,DRV-080,2024-06-01T21:34:19.105Z,14.998083,79.684287,15.004083,79.719908,10.83
TRIP-02606,DRV-071,2024-06-20T13:43:43.710Z,14.961721,79.667331,14.957857,79.646377,8.88
TRIP-04551,DRV-059,2024-06-21T20:51:54.050Z,15.044908,79.686759,15.046407,79.630132,13.31
TRIP-31506,DRV-056,2024-06-29T15:52:09.792Z,15.015301,79.68361,15.013058,79.693111,5.86
TRIP-01400,DRV-012,2024-06-17T19:27:52.477Z,15.039506,79.77794,15.088791,79.805867,15.38
TRIP-22876,DRV-047,2024-06-16T03:14:13.929Z,14.998854,79.735327,14.972314,79.718065,10.16
TRIP-33895,DRV-052,2024-06-29T15:33:15.371Z,15.081914,79.81606,15.074476,79.762257,14.15
TRIP-10495,DRV-090,2024-06-13T19:12:40.863Z,15.046579,79.77207,15.095099,79.76575,10.23
TRIP-28647,DRV-058,2024-06-18T16:19:51.004Z,15.018857,79.771909,15.042066,79.782405,8.81
TRIP-24799,DRV-030,2024-06-18T09:33:43.096Z,14.972634,79.816958,14.975109,79.8437,9.62
TRIP-42694,DRV-074,2024-06-29T02:00:05.646Z,15.012828,79.761719,15.019995,79.766737,6.62
TRIP-03370,DRV-064,2024-06-19T11:40:36.465Z,14.964436,79.809811,14.967401,79.783634,7.75
TRIP-17650,DRV-075,2024-06-02T04:25:27.107Z,15.064409,79.752491,15.083436,79.750678,10.11
TRIP-25529,DRV-040,2024-06-05T03:10:21.621Z,15.117854,79.784529,15.134032,79.777292,8.57
TRIP-28144,DRV-001,2024-06-05T23:27:52.806Z,15.140583,79.787037,15.129928,79.802967,6.59
TRIP-37918,DRV-082,2024-06-29T04:26:10.672Z,15.07113,79.695607,15.111953,79.780142,20.63
TRIP-43137,DRV-061,2024-06-29T08:10:36.191Z,15.075189,79.78113,15.061221,79.845203,16.57
TRIP-15169,DRV-021,2024-06-11T03:07:08.709Z,15.058526,79.801248,15.067057,79.793345,7.17
TRIP-20040,DRV-023,2024-06-13T01:38:50.457Z,15.152848,79.770719,15.178027,79.777807,10.75
TRIP-49418,DRV-039,2024-06-05T23:42:56.331Z,15.05505,79.694866,15.060941,79.752575,12.94
TRIP-42067,DRV-019,2024-06-29T23:08:37.111Z,15.037711,79.665295,15.029659,79.676222,5.28
TRIP-46228,DRV-059,2024-06-13T03:58:09.263Z,15.078466,79.814721,15.014551,79.839385,18.33
TRIP-46123,DRV-052,2024-06-05T22:22:58.609Z,15.060591,79.795656,15.059838,79.830852,11.5
TRIP-37580,DRV-052,2024-06-19T20:49:25.818Z,14.984264,79.808215,15.000239,79.819928,7.29
TRIP-32658,DRV-050,2024-06-13T14:06:33.112Z,15.055962,79.703058,15.057721,79.725364,9.64
TRIP-26242,DRV-093,2024-06-19T14:53:24.464Z,15.037653,79.695702,15.02246,79.661608,13.35
TRIP-02265,DRV-095,2024-06-12T21:59:18.100Z,15.01582,79.816932,15.039171,79.807162,6.85
TRIP-15651,DRV-056,2024-06-10T01:13:12.523Z,15.045422,79.793492,15.038666,79.81541,8.58
TRIP-12480,DRV-050,2024-06-17T11:40:09.796Z,15.029671,79.685312,15.001237,79.673835,11.04
TRIP-20624,DRV-069,2024-06-15T01:59:03.567Z,15.070551,79.69703,15.052986,79.700065,5.31
TRIP-15251,DRV-039,2024-06-13T06:34:31.564Z,15.151606,79.795555,15.18524,79.870743,19.76
TRIP-24457,DRV-042,2024-06-27T12:55:06.245Z,15.088898,79.699698,15.088839,79.675036,11.06
TRIP-20813,DRV-029,2024-06-12T21:56:30.469Z,15.133501,79.803048,15.075212,79.837696,13.56
TRIP-24552,DRV-009,2024-06-17T01:04:33.439Z,14.971205,79.797726,14.939485,79.801642,10.79
TRIP-29641,DRV-027,2024-06-27T21:44:30.762Z,15.127701,79.677615,15.131795,79.69073,6.89
TRIP-13352,DRV-019,2024-06-10T13:15:14.010Z,15.079931,79.638432,15.091958,79.621533,9.58
TRIP-29358,DRV-085,2024-06-10T18:18:36.661Z,15.089193,79.820408,15.079923,79.77026,10.05
TRIP-25651,DRV-089,2024-06-13T17:40:10.634Z,15.048571,79.754215,15.051245,79.655878,23.19
TRIP-11824,DRV-007,2024-06-08T01:44:46.416Z,14.999007,79.772932,14.966962,79.81238,11.01
TRIP-00710,DRV-029,2024-06-01T10:20:36.997Z,15.11476,79.722695,15.120522,79.731898,5.58
TRIP-46314,DRV-065,2024-06-26T20:13:08.900Z,15.134298,79.783395,15.170332,79.768601,10.35
TRIP-11144,DRV-034,2024-06-23T14:53:27.183Z,15.150354,79.622941,15.150143,79.607843,7.91
TRIP-05550,DRV-072,2024-06-23T14:36:14.838Z,15.025226,79.780711,15.045081,79.790728,9.39
TRIP-27993,DRV-005,2024-06-11T16:05:36.970Z,15.118741,79.644846,15.107863,79.656079,9.06
TRIP-15610,DRV-048,2024-06-25T21:45:43.015Z,15.118197,79.741267,15.215128,79.790002,21.85
TRIP-23998,DRV-001,2024-06-02T01:15:40.353Z,15.056195,79.636524,15.066601,79.645678,6.42
TRIP-37605,DRV-059,2024-06-22T18:58:42.624Z,15.006463,79.765882,15.016903,79.785246,9.74
TRIP-23599,DRV-059,2024-06-11T21:30:01.605Z,15.125698,79.668576,15.119141,79.683049,7.54
TRIP-25055,DRV-030,2024-06-05T07:10:32.921Z,15.136443,79.691093,15.148775,79.665749,9.02
TRIP-31907,DRV-030,2024-06-30T13:23:13.689Z,15.136465,79.811816,15.109992,79.803344,9.29
TRIP-19615,DRV-066,2024-06-07T15:19:09.966Z,14.993397,79.676958,14.944286,79.707646,16.8
TRIP-32632,DRV-021,2024-06-07T11:00:08.389Z,15.077601,79.712531,15.061449,79.689767,8.96
TRIP-15422,DRV-049,2024-06-25T07:25:13.899Z,14.981934,79.631204,14.964727,79.685935,15.59
TRIP-03921,DRV-099,2024-06-16T16:02:02.343Z,15.058823,79.639375,15.073205,79.653104,7.32
TRIP-24914,DRV-027,2024-06-22T00:17:14.165Z,15.11341,79.73491,15.152578,79.75725,12.96
TRIP-08074,DRV-039,2024-06-05T02:59:31.548Z,15.104164,79.788143,15.053813,79.766945,15.34
TRIP-37367,DRV-046,2024-06-08T15:16:28.101Z,14.981854,79.647683,14.973928,79.706119,12.66
TRIP-30405,DRV-029,2024-06-01T09:57:48.462Z,15.155446,79.718782,15.109485,79.691803,14.36
TRIP-23747,DRV-087,2024-06-19T02:12:38.411Z,15.0343,79.805945,15.252486,79.742845,40.9
TRIP-37393,DRV-038,2024-06-24T03:58:48.427Z,15.053491,79.689889,15.063007,79.676356,6.84
TRIP-15062,DRV-094,2024-06-23T18:09:27.456Z,15.142774,79.817922,15.237253,79.929559,33.3
TRIP-47775,DRV-054,2024-06-19T16:40:41.517Z,15.050194,79.798078,15.0765,79.849523,16.36
TRIP-27135,DRV-074,2024-06-16T22:50:28.904Z,15.09062,79.707188,15.058477,79.699138,11.36
TRIP-19987,DRV-045,2024-06-10T00:50:03.980Z,15.150228,79.652297,15.15147,79.641903,7.19
TRIP-02685,DRV-022,2024-06-02T02:53:55.192Z,15.103023,79.648715,15.074518,79.611247,9.92
TRIP-09948,DRV-083,2024-06-26T17:12:01.273Z,15.041766,79.801469,15.067224,79.776489,11.49
TRIP-39278,DRV-004,2024-06-19T19:40:03.293Z,15.122908,79.811608,15.090707,79.780244,11.54
TRIP-29969,DRV-094,2024-06-01T09:47:37.189Z,15.082624,79.8147,15.048144,79.839891,11.05
TRIP-00056,DRV-079,2024-06-02T07:02:41.035Z,14.981588,79.747275,14.966702,79.744524,7.54
TRIP-34853,DRV-060,2024-06-06T01:00:25.401Z,15.106417,79.657045,15.117178,79.621902,12.89
TRIP-31772,DRV-088,2024-06-10T00:18:58.684Z,15.051007,79.720278,15.033249,79.731782,10.32
TRIP-45039,DRV-092,2024-06-30T08:55:46.640Z,14.970263,79.793923,14.960458,79.801417,6.93
TRIP-40098,DRV-044,2024-06-26T04:25:07.563Z,15.013058,79.670219,15.034091,79.643832,10.51
TRIP-35855,DRV-021,2024-06-27T02:44:33.644Z,15.139409,79.699133,15.134524,79.687958,6.65
TRIP-36515,DRV-074,2024-06-04T23:25:24.239Z,15.074193,79.634006,15.071779,79.617131,7.97
TRIP-16399,DRV-068,2024-06-04T10:24:43.041Z,15.101311,79.659021,15.094306,79.733825,14.29
TRIP-38271,DRV-033,2024-06-16T05:37:12.116Z,15.006567,79.693568,14.988762,79.63806,13.02
TRIP-30548,DRV-038,2024-06-25T00:01:05.312Z,15.061629,79.743067,15.084322,79.700224,12.92
TRIP-35470,DRV-100,2024-06-01T19:37:00.764Z,14.985222,79.655392,14.972369,79.665953,7.62
TRIP-14330,DRV-062,2024-06-14T21:23:25.301Z,15.015591,79.800396,15.025937,79.795773,6.46
TRIP-09295,DRV-049,2024-06-01T22:08:50.471Z,15.007587,79.699311,14.997958,79.725356,10.44
TRIP-05842,DRV-074,2024-06-19T17:25:46.282Z,14.990806,79.750509,14.986911,79.833474,19.86
TRIP-38465,DRV-047,2024-06-01T14:03:20.483Z,15.106044,79.769455,15.109844,79.817926,13.31
TRIP-11421,DRV-025,2024-06-28T03:42:30.372Z,15.118048,79.690135,15.118701,79.722877,9.32
TRIP-42677,DRV-018,2024-06-24T22:32:03.536Z,15.022906,79.816506,15.01042,79.747651,13.39
TRIP-37454,DRV-023,2024-06-01T20:50:24.308Z,15.141376,79.777152,15.182744,79.758608,14.54
TRIP-06632,DRV-056,2024-06-01T14:03:46.113Z,15.134081,79.79783,15.155197,79.840304,11.32
TRIP-27013,DRV-087,2024-06-19T05:45:24.509Z,15.107197,79.728226,15.075791,79.767988,12.32
TRIP-00009,DRV-062,2024-06-23T10:28:23.970Z,15.066857,79.635774,15.054311,79.667609,9.8
TRIP-31009,DRV-021,2024-06-18T13:07:41.409Z,15.050281,79.784592,15.075039,79.802733,9.12
TRIP-06983,DRV-074,2024-06-26T13:20:35.835Z,15.076796,79.806851,15.077439,79.793073,5.59
TRIP-11005,DRV-015,2024-06-12T15:33:03.315Z,14.976977,79.714465,14.99004,79.678314,10.86
TRIP-02425,DRV-038,2024-06-25T22:29:21.586Z,15.092052,79.646403,15.089868,79.599661,11.08
TRIP-32951,DRV-029,2024-06-12T16:06:37.568Z,15.030107,79.765155,15.006132,79.77336,7.43
TRIP-20571,DRV-062,2024-06-20T13:16:21.994Z,15.126619,79.797141,15.122477,79.799635,6.52
TRIP-33807,DRV-085,2024-06-11T13:50:07.490Z,15.115638,79.63444,15.147496,79.646733,10.1
TRIP-47527,DRV-041,2024-06-17T06:41:17.406Z,15.011199,79.742952,15.004257,79.688617,12.03
TRIP-34228,DRV-065,2024-06-29T22:31:42.814Z,14.996266,79.80327,14.982969,79.80109,6.76
TRIP-34679,DRV-041,2024-06-23T03:20:35.258Z,15.033013,79.643788,15.037306,79.633082,5.22
TRIP-26124,DRV-072,2024-06-06T02:43:35.894Z,14.981473,79.807856,14.956773,79.799601,8.95
TRIP-21860,DRV-096,2024-06-18T22:30:40.472Z,14.97966,79.76855,14.929088,79.715181,14.34
TRIP-25841,DRV-029,2024-06-28T00:05:15.643Z,14.97877,79.659164,14.992347,79.587958,16.11
TRIP-17173,DRV-033,2024-06-04T12:50:55.007Z,14.976104,79.638242,14.938754,79.718662,19.05
TRIP-14943,DRV-067,2024-06-08T21:47:05.066Z,14.967616,79.755788,14.957451,79.751795,4.63
