timestamp,location,sensor,value
2024-01-30T09:23:00.000Z,zone-d,pressure,1017.4
2024-01-30T09:53:00.000Z,zone-a,pressure,990.9
2024-01-30T11:38:00.000Z,zone-b,pressure,996.5
2024-01-30T13:49:00.000Z,zone-c,temperature,25.4
2024-01-30T15:13:00.000Z,zone-d,temperature,29.8
2024-01-30T17:37:00.000Z,zone-b,humidity,51.4
2024-01-30T19:16:00.000Z,zone-b,humidity,42.3
2024-01-30T19:57:00.000Z,zone-a,temperature,20.9
2024-01-30T20:29:00.000Z,zone-a,humidity,37.9
2024-01-30T21:04:00.000Z,zone-c,humidity,75.7
2024-01-31T04:19:00.000Z,zone-c,pressure,1012.6
2024-01-31T05:22:00.000Z,zone-d,humidity,52.7
2024-01-31T05:36:00.000Z,zone-b,temperature,28.2
2024-01-31T05:56:00.000Z,zone-a,pressure,1010.2
2024-01-31T07:26:00.000Z,zone-d,light,693.6
2024-01-31T09:02:00.000Z,zone-d,pressure,1017.5
2024-01-31T10:00:00.000Z,zone-c,light,446.3
2024-01-31T11:40:00.000Z,zone-a,light,580.9
2024-01-31T15:29:00.000Z,zone-c,temperature,27.7
2024-01-31T16:11:00.000Z,zone-b,pressure,995.2
2024-01-31T17:28:00.000Z,zone-d,temperature,15.4
2024-01-31T18:03:00.000Z,zone-b,light,591.1
2024-01-31T21:16:00.000Z,zone-d,light,569.3
2024-01-31T22:06:00.000Z,zone-c,light,459.8
2024-02-01T03:48:00.000Z,zone-d,pressure,995
2024-02-01T03:51:00.000Z,zone-a,humidity,76.9
2024-02-01T05:32:00.000Z,zone-c,pressure,998.9
2024-02-01T06:12:00.000Z,zone-a,pressure,1014.6
2024-02-01T06:14:00.000Z,zone-a,temperature,28
2024-02-01T07:06:00.000Z,zone-c,temperature,18.7
2024-02-01T07:58:00.000Z,zone-c,humidity,32.5
2024-02-01T08:43:00.000Z,zone-b,humidity,33
2024-02-01T10:46:00.000Z,zone-d,humidity,79.6
2024-02-01T10:47:00.000Z,zone-d,temperature,25.8
2024-02-01T15:15:00.000Z,zone-b,temperature,20.1
2024-02-01T16:44:00.000Z,zone-b,pressure,1004.5
2024-02-01T16:45:00.000Z,zone-b,light,216.5
2024-02-01T17:48:00.000Z,zone-a,light,661.7
2024-02-01T21:23:00.000Z,zone-d,pressure,1014
2024-02-01T23:04:00.000Z,zone-c,pressure,992.7
2024-02-01T23:24:00.000Z,zone-c,humidity,60.1
2024-02-02T01:26:00.000Z,zone-c,light,795
2024-02-02T01:44:00.000Z,zone-a,pressure,1003.3
2024-02-02T02:18:00.000Z,zone-d,light,398.7
2024-02-02T05:32:00.000Z,zone-a,light,480.1
2024-02-02T06:55:00.000Z,zone-b,pressure,992.8
2024-02-02T07:39:00.000Z,zone-d,humidity,69.3
2024-02-02T09:08:00.000Z,zone-d,temperature,25.2
2024-02-02T10:14:00.000Z,zone-a,humidity,67.5
2024-02-02T11:25:00.000Z,zone-c,temperature,31.6
2024-02-02T11:43:00.000Z,zone-b,humidity,72.2
2024-02-02T11:47:00.000Z,zone-a,temperature,19.7
2024-02-02T16:36:00.000Z,zone-b,light,682.1
2024-02-02T18:22:00.000Z,zone-b,temperature,16.4
2024-02-02T18:39:00.000Z,zone-c,humidity,75
2024-02-02T20:25:00.000Z,zone-b,temperature,25
2024-02-02T22:27:00.000Z,zone-c,pressure,1013.4
2024-02-03T00:14:00.000Z,zone-c,temperature,17.2
2024-02-03T01:03:00.000Z,zone-c,light,690.6
2024-02-03T01:20:00.000Z,zone-b,humidity,49.3
2024-02-03T01:20:00.000Z,zone-d,temperature,21.5
2024-02-03T01:52:00.000Z,zone-b,light,105.8
2024-02-03T02:27:00.000Z,zone-b,pressure,1017.1
2024-02-03T07:25:00.000Z,zone-a,light,690.2
2024-02-03T07:31:00.000Z,zone-a,pressure,1002.1
2024-02-03T09:16:00.000Z,zone-d,humidity,34.9
2024-02-03T10:03:00.000Z,zone-d,pressure,1009
2024-02-03T10:42:00.000Z,zone-d,light,144.1
2024-02-03T16:26:00.000Z,zone-a,temperature,29.4
2024-02-03T18:01:00.000Z,zone-a,humidity,53.7
2024-02-03T20:08:00.000Z,zone-b,light,774.5
2024-02-03T23:33:00.000Z,zone-a,light,166
2024-02-03T23:43:00.000Z,zone-d,humidity,67.8
2024-02-03T23:49:00.000Z,zone-b,humidity,57.2
2024-02-04T00:22:00.000Z,zone-b,pressure,1004.7
2024-02-04T01:17:00.000Z,zone-d,light,139.1
2024-02-04T02:03:00.000Z,zone-c,pressure,991.1
2024-02-04T03:25:00.000Z,zone-a,humidity,33.5
2024-02-04T06:14:00.000Z,zone-a,temperature,26.2
2024-02-04T12:38:00.000Z,zone-a,pressure,1019
2024-02-04T12:47:00.000Z,zone-c,temperature,30.4
2024-02-04T15:17:00.000Z,zone-c,humidity,39.5
2024-02-04T15:26:00.000Z,zone-b,temperature,31.1
2024-02-04T16:34:00.000Z,zone-c,light,874.9
2024-02-04T17:43:00.000Z,zone-d,pressure,1012.9
2024-02-04T17:56:00.000Z,zone-d,temperature,28.2
2024-02-04T19:46:00.000Z,zone-a,pressure,1007.2
2024-02-04T19:54:00.000Z,zone-c,pressure,995.6
2024-02-04T19:55:00.000Z,zone-b,humidity,52.1
2024-02-04T20:21:00.000Z,zone-a,humidity,51.2
2024-02-04T20:28:00.000Z,zone-a,light,277.3
2024-02-05T00:06:00.000Z,zone-d,humidity,76.8
2024-02-05T01:15:00.000Z,zone-a,temperature,16
2024-02-05T01:55:00.000Z,zone-c,light,222.6
2024-02-05T03:14:00.000Z,zone-b,pressure,994.3
2024-02-05T06:37:00.000Z,zone-d,light,101.7
2024-02-05T07:09:00.000Z,zone-c,temperature,15.3
2024-02-05T09:03:00.000Z,zone-d,pressure,1004.5
2024-02-05T11:01:00.000Z,zone-b,light,293
2024-02-05T12:18:00.000Z,zone-c,humidity,36.7
2024-02-05T13:49:00.000Z,zone-d,temperature,21.5
2024-02-05T15:51:00.000Z,zone-b,temperature,24.6
2024-02-05T20:03:00.000Z,zone-a,temperature,23.8
2024-02-05T21:25:00.000Z,zone-a,humidity,73.1
2024-02-05T21:28:00.000Z,zone-a,pressure,1007.8
2024-02-06T01:40:00.000Z,zone-c,temperature,15.9
2024-02-06T02:18:00.000Z,zone-b,pressure,1009.3
2024-02-06T05:44:00.000Z,zone-c,humidity,35.1
2024-02-06T06:49:00.000Z,zone-d,pressure,999.7
2024-02-06T07:05:00.000Z,zone-c,pressure,1010.8
2024-02-06T11:15:00.000Z,zone-b,light,820.4
2024-02-06T11:34:00.000Z,zone-b,humidity,76.9
2024-02-06T13:55:00.000Z,zone-d,temperature,23.7
2024-02-06T14:07:00.000Z,zone-d,humidity,48.9
2024-02-06T14:47:00.000Z,zone-a,light,661.7
2024-02-06T15:34:00.000Z,zone-d,light,603.6
2024-02-06T16:59:00.000Z,zone-b,temperature,22
2024-02-06T17:27:00.000Z,zone-c,light,449
2024-02-06T18:51:00.000Z,zone-c,pressure,994.5
2024-02-06T21:01:00.000Z,zone-b,temperature,34.1
2024-02-07T00:08:00.000Z,zone-d,light,821.6
2024-02-07T00:11:00.000Z,zone-d,temperature,15.1
2024-02-07T00:53:00.000Z,zone-b,light,400.6
2024-02-07T06:53:00.000Z,zone-b,pressure,995
2024-02-07T08:01:00.000Z,zone-a,temperature,21.2
2024-02-07T09:56:00.000Z,zone-c,humidity,74
2024-02-07T09:59:00.000Z,zone-a,light,797.8
2024-02-07T10:21:00.000Z,zone-c,light,618.6
2024-02-07T10:29:00.000Z,zone-b,humidity,47.4
2024-02-07T10:44:00.000Z,zone-d,humidity,38.9
2024-02-07T10:50:00.000Z,zone-d,pressure,998.6
2024-02-07T10:56:00.000Z,zone-a,pressure,1006.4
2024-02-07T13:40:00.000Z,zone-a,humidity,68.7
2024-02-07T15:39:00.000Z,zone-c,temperature,22
2024-02-07T21:34:00.000Z,zone-a,pressure,1005
2024-02-07T22:23:00.000Z,zone-d,humidity,48.9
2024-02-07T23:42:00.000Z,zone-a,light,530.9
2024-02-07T23:56:00.000Z,zone-b,pressure,1013.7
2024-02-08T00:29:00.000Z,zone-c,light,354.9
2024-02-08T01:52:00.000Z,zone-c,pressure,996.7
2024-02-08T02:49:00.000Z,zone-b,light,138.6
2024-02-08T03:30:00.000Z,zone-c,temperature,34.6
2024-02-08T03:52:00.000Z,zone-d,light,763.8
2024-02-08T10:54:00.000Z,zone-b,humidity,65.9
2024-02-08T12:10:00.000Z,zone-c,humidity,43
2024-02-08T14:35:00.000Z,zone-a,temperature,28.6
2024-02-08T16:15:00.000Z,zone-b,temperature,27.6
2024-02-08T16:37:00.000Z,zone-a,humidity,76.9
2024-02-08T18:01:00.000Z,zone-d,temperature,18.7
2024-02-08T18:04:00.000Z,zone-d,pressure,1007.9
2024-02-08T20:20:00.000Z,zone-b,light,177.9
2024-02-08T20:29:00.000Z,zone-a,light,128.6
2024-02-08T20:34:00.000Z,zone-d,humidity,73.1
2024-02-08T21:50:00.000Z,zone-b,humidity,31.2
2024-02-08T21:51:00.000Z,zone-c,humidity,46.9
2024-02-08T22:45:00.000Z,zone-c,pressure,991.7
2024-02-08T23:22:00.000Z,zone-b,pressure,1003.4
2024-02-08T23:27:00.000Z,zone-d,temperature,22.5
2024-02-09T01:51:00.000Z,zone-d,light,823.5
2024-02-09T02:11:00.000Z,zone-c,light,319.7
2024-02-09T08:14:00.000Z,zone-a,temperature,23.1
2024-02-09T09:27:00.000Z,zone-a,humidity,58.4
2024-02-09T10:28:00.000Z,zone-a,pressure,1007.1
2024-02-09T12:38:00.000Z,zone-c,temperature,15.3
2024-02-09T17:15:00.000Z,zone-b,temperature,20.2
2024-02-09T17:49:00.000Z,zone-d,pressure,1002.3
2024-02-09T19:53:00.000Z,zone-d,temperature,28
2024-02-09T20:07:00.000Z,zone-b,temperature,25.5
2024-02-09T22:00:00.000Z,zone-c,pressure,1007.6
2024-02-09T22:20:00.000Z,zone-d,light,202.8
2024-02-09T23:56:00.000Z,zone-d,humidity,51.5
2024-02-10T00:33:00.000Z,zone-d,pressure,1012.4
2024-02-10T03:07:00.000Z,zone-c,light,744.7
2024-02-10T05:20:00.000Z,zone-c,temperature,21.8
2024-02-10T05:43:00.000Z,zone-b,pressure,992.7
2024-02-10T07:18:00.000Z,zone-a,pressure,1009.4
2024-02-10T08:58:00.000Z,zone-a,temperature,20.5
2024-02-10T10:40:00.000Z,zone-a,light,575.8
2024-02-10T13:55:00.000Z,zone-b,light,402.9
2024-02-10T15:56:00.000Z,zone-a,humidity,74
2024-02-10T16:57:00.000Z,zone-c,humidity,38.1
2024-02-10T18:09:00.000Z,zone-b,humidity,63.4
2024-02-10T22:28:00.000Z,zone-a,light,893.8
2024-02-10T22:51:00.000Z,zone-d,humidity,36.3
2024-02-10T23:53:00.000Z,zone-a,temperature,18.6
2024-02-11T00:37:00.000Z,zone-c,temperature,23.6
2024-02-11T00:40:00.000Z,zone-a,pressure,995.8
2024-02-11T01:17:00.000Z,zone-b,light,273.8
2024-02-11T07:34:00.000Z,zone-b,humidity,60.4
2024-02-11T08:40:00.000Z,zone-b,temperature,31.6
2024-02-11T09:28:00.000Z,zone-b,pressure,1006.4
2024-02-11T09:36:00.000Z,zone-c,pressure,1011.5
2024-02-11T09:44:00.000Z,zone-a,humidity,41.8
2024-02-11T13:12:00.000Z,zone-d,temperature,28.5
2024-02-11T14:50:00.000Z,zone-d,light,267.3
2024-02-11T15:29:00.000Z,zone-d,pressure,1011.8
2024-02-11T16:09:00.000Z,zone-c,light,391.4
2024-02-11T16:24:00.000Z,zone-c,humidity,77.2
2024-02-11T20:28:00.000Z,zone-c,temperature,28.8
2024-02-11T20:57:00.000Z,zone-b,temperature,22
2024-02-11T22:40:00.000Z,zone-b,light,376.4
2024-02-12T01:06:00.000Z,zone-c,light,472.7
2024-02-12T01:14:00.000Z,zone-b,humidity,60.6
2024-02-12T01:31:00.000Z,zone-c,pressure,1015
2024-02-12T02:16:00.000Z,zone-a,humidity,44.7
2024-02-12T03:18:00.000Z,zone-b,pressure,1003
2024-02-12T07:21:00.000Z,zone-d,pressure,1010.1
2024-02-12T08:59:00.000Z,zone-a,temperature,17.7
2024-02-12T09:38:00.000Z,zone-d,light,104.3
2024-02-12T09:54:00.000Z,zone-d,temperature,25.2
2024-02-12T10:54:00.000Z,zone-a,pressure,1004.6
2024-02-12T15:48:00.000Z,zone-d,humidity,48.7
2024-02-12T16:06:00.000Z,zone-c,humidity,32.6
2024-02-12T17:10:00.000Z,zone-a,light,484.9
2024-02-12T18:46:00.000Z,zone-d,light,440.2
2024-02-12T23:07:00.000Z,zone-a,humidity,43
2024-02-13T01:24:00.000Z,zone-b,temperature,29.2
2024-02-13T01:34:00.000Z,zone-c,temperature,27.1
2024-02-13T02:34:00.000Z,zone-a,light,134.5
2024-02-13T04:52:00.000Z,zone-b,humidity,43
2024-02-13T05:31:00.000Z,zone-d,temperature,29
2024-02-13T08:56:00.000Z,zone-a,temperature,33.5
2024-02-13T13:24:00.000Z,zone-b,light,722.1
2024-02-13T13:34:00.000Z,zone-c,light,245.9
2024-02-13T14:28:00.000Z,zone-d,pressure,1001.2
2024-02-13T14:37:00.000Z,zone-d,humidity,33.7
2024-02-13T15:12:00.000Z,zone-a,pressure,1018.9
2024-02-13T16:06:00.000Z,zone-b,pressure,1016.8
2024-02-13T16:28:00.000Z,zone-c,humidity,66.7
2024-02-13T17:45:00.000Z,zone-c,pressure,995.3
2024-02-13T19:46:00.000Z,zone-b,light,813.9
2024-02-13T19:51:00.000Z,zone-d,humidity,37.5
2024-02-13T20:04:00.000Z,zone-a,temperature,21.5
2024-02-13T20:07:00.000Z,zone-d,pressure,1002.5
2024-02-14T00:05:00.000Z,zone-b,humidity,39.9
2024-02-14T00:29:00.000Z,zone-a,light,737.6
2024-02-14T01:41:00.000Z,zone-d,light,457.1
2024-02-14T02:26:00.000Z,zone-c,pressure,1001.2
2024-02-14T02:49:00.000Z,zone-b,pressure,1018.7
2024-02-14T07:36:00.000Z,zone-a,humidity,49.8
2024-02-14T08:07:00.000Z,zone-d,temperature,21.1
2024-02-14T09:00:00.000Z,zone-c,light,502.4
2024-02-14T12:21:00.000Z,zone-a,pressure,1001.8
2024-02-14T15:32:00.000Z,zone-b,temperature,21.8
2024-02-14T17:10:00.000Z,zone-c,temperature,29.2
2024-02-14T18:09:00.000Z,zone-c,humidity,70.1
2024-02-14T20:38:00.000Z,zone-d,light,247.1
2024-02-14T21:35:00.000Z,zone-c,humidity,78.9
2024-02-15T00:04:00.000Z,zone-b,pressure,1006.6
2024-02-15T01:04:00.000Z,zone-d,temperature,17.6
2024-02-15T03:51:00.000Z,zone-b,temperature,26.6
2024-02-15T04:14:00.000Z,zone-a,temperature,15.6
2024-02-15T05:06:00.000Z,zone-b,humidity,69.4
2024-02-15T05:07:00.000Z,zone-c,pressure,990.5
2024-02-15T05:57:00.000Z,zone-a,pressure,1005.6
2024-02-15T07:52:00.000Z,zone-b,light,205.5
2024-02-15T07:58:00.000Z,zone-c,temperature,29.9
2024-02-15T08:45:00.000Z,zone-d,humidity,75.1
2024-02-15T12:21:00.000Z,zone-a,light,414.2
2024-02-15T16:20:00.000Z,zone-d,pressure,995.3
2024-02-15T17:23:00.000Z,zone-a,humidity,51.4
2024-02-15T17:41:00.000Z,zone-c,light,316.4
2024-02-15T19:04:00.000Z,zone-a,pressure,1012.9
2024-02-15T19:23:00.000Z,zone-b,humidity,76.8
2024-02-15T22:44:00.000Z,zone-a,humidity,54
2024-02-15T23:25:00.000Z,zone-b,temperature,25.3
2024-02-16T00:53:00.000Z,zone-c,light,797.9
2024-02-16T01:13:00.000Z,zone-a,light,139.5
2024-02-16T01:58:00.000Z,zone-c,temperature,20.4
2024-02-16T03:01:00.000Z,zone-d,humidity,71.1
2024-02-16T05:59:00.000Z,zone-d,light,466.2
2024-02-16T07:31:00.000Z,zone-c,pressure,1016.9
2024-02-16T10:13:00.000Z,zone-d,pressure,998.5
2024-02-16T12:41:00.000Z,zone-c,humidity,72.6
2024-02-16T16:40:00.000Z,zone-b,light,811.8
2024-02-16T16:46:00.000Z,zone-d,temperature,27
2024-02-16T17:15:00.000Z,zone-b,pressure,1012.9
2024-02-16T18:17:00.000Z,zone-a,temperature,19.8
2024-02-16T19:39:00.000Z,zone-a,humidity,44.9
2024-02-16T19:41:00.000Z,zone-d,light,806.6
2024-02-16T20:22:00.000Z,zone-c,temperature,20.4
2024-02-16T20:25:00.000Z,zone-a,temperature,25.8
2024-02-16T20:25:00.000Z,zone-b,humidity,32.3
2024-02-17T00:32:00.000Z,zone-c,pressure,992
2024-02-17T03:09:00.000Z,zone-d,temperature,28.4
2024-02-17T03:40:00.000Z,zone-a,light,259
2024-02-17T06:40:00.000Z,zone-b,pressure,1009.9
2024-02-17T08:03:00.000Z,zone-c,light,189.1
2024-02-17T08:10:00.000Z,zone-c,humidity,41.3
2024-02-17T11:18:00.000Z,zone-a,pressure,998.8
2024-02-17T11:30:00.000Z,zone-b,light,681.6
2024-02-17T14:24:00.000Z,zone-d,humidity,73.2
2024-02-17T15:49:00.000Z,zone-d,pressure,1006.3
2024-02-17T16:55:00.000Z,zone-b,temperature,28.9
2024-02-17T20:49:00.000Z,zone-b,light,701.2
2024-02-17T22:42:00.000Z,zone-b,temperature,34.5
2024-02-18T00:17:00.000Z,zone-d,pressure,1002
2024-02-18T01:27:00.000Z,zone-d,temperature,31.4
2024-02-18T01:56:00.000Z,zone-a,light,840.1
2024-02-18T02:13:00.000Z,zone-a,temperature,16.8
2024-02-18T02:50:00.000Z,zone-c,humidity,63.7
2024-02-18T06:31:00.000Z,zone-a,pressure,1012.3
2024-02-18T08:26:00.000Z,zone-c,pressure,1000.7
2024-02-18T09:44:00.000Z,zone-d,humidity,69.8
2024-02-18T10:19:00.000Z,zone-a,humidity,46.5
2024-02-18T13:49:00.000Z,zone-c,temperature,22.9
2024-02-18T15:07:00.000Z,zone-c,light,392.4
2024-02-18T15:36:00.000Z,zone-d,light,382.9
2024-02-18T16:32:00.000Z,zone-b,pressure,999.2
2024-02-18T17:53:00.000Z,zone-b,humidity,34.7
2024-02-18T20:16:00.000Z,zone-d,temperature,19.9
2024-02-18T21:16:00.000Z,zone-c,temperature,19.5
2024-02-18T21:46:00.000Z,zone-c,pressure,1002.7
2024-02-19T00:46:00.000Z,zone-c,humidity,77.4
2024-02-19T03:09:00.000Z,zone-b,pressure,1013
2024-02-19T04:20:00.000Z,zone-a,temperature,30.9
2024-02-19T05:01:00.000Z,zone-b,temperature,17.8
2024-02-19T06:32:00.000Z,zone-d,light,311
2024-02-19T06:45:00.000Z,zone-c,light,752.3
2024-02-19T11:23:00.000Z,zone-a,pressure,1019.4
2024-02-19T11:46:00.000Z,zone-a,light,364.1
2024-02-19T13:18:00.000Z,zone-d,humidity,50.4
2024-02-19T13:19:00.000Z,zone-b,humidity,49.4
2024-02-19T13:32:00.000Z,zone-b,light,638.6
2024-02-19T13:52:00.000Z,zone-a,humidity,33.7
2024-02-19T18:15:00.000Z,zone-d,pressure,1002.4
2024-02-19T18:58:00.000Z,zone-c,light,185.4
2024-02-19T19:11:00.000Z,zone-a,light,827
2024-02-19T20:49:00.000Z,zone-d,light,840
2024-02-19T20:56:00.000Z,zone-b,pressure,996.7
2024-02-19T21:02:00.000Z,zone-b,temperature,31.9
2024-02-19T21:05:00.000Z,zone-c,humidity,78.5
2024-02-19T22:02:00.000Z,zone-a,temperature,21.3
2024-02-19T23:29:00.000Z,zone-d,humidity,62.6
2024-02-20T05:16:00.000Z,zone-a,humidity,72
2024-02-20T07:53:00.000Z,zone-d,pressure,1010.2
2024-02-20T10:27:00.000Z,zone-c,pressure,1006.6
2024-02-20T13:02:00.000Z,zone-b,light,696
2024-02-20T14:04:00.000Z,zone-b,humidity,45.7
2024-02-20T16:26:00.000Z,zone-c,temperature,15.8
2024-02-20T17:55:00.000Z,zone-a,pressure,1000.1
2024-02-20T17:59:00.000Z,zone-d,temperature,22.4
2024-02-20T19:03:00.000Z,zone-a,humidity,71.6
2024-02-20T20:16:00.000Z,zone-a,temperature,17.2
2024-02-20T20:37:00.000Z,zone-d,pressure,1012.9
2024-02-20T20:54:00.000Z,zone-a,light,764.6
2024-02-20T23:27:00.000Z,zone-c,light,894.9
2024-02-21T03:09:00.000Z,zone-c,pressure,1019
2024-02-21T05:14:00.000Z,zone-b,humidity,67.1
2024-02-21T05:28:00.000Z,zone-b,light,875.1
2024-02-21T06:06:00.000Z,zone-b,temperature,20
2024-02-21T06:24:00.000Z,zone-d,temperature,27.2
2024-02-21T07:53:00.000Z,zone-d,humidity,45.9
2024-02-21T07:54:00.000Z,zone-a,pressure,1019.2
2024-02-21T12:36:00.000Z,zone-c,humidity,71.8
2024-02-21T13:09:00.000Z,zone-c,temperature,21.2
2024-02-21T16:25:00.000Z,zone-d,light,625.6
2024-02-21T16:58:00.000Z,zone-b,pressure,998.8
2024-02-21T21:56:00.000Z,zone-d,temperature,32.3
2024-02-21T22:23:00.000Z,zone-b,pressure,1006.9
2024-02-21T22:37:00.000Z,zone-a,humidity,68.1
2024-02-22T00:53:00.000Z,zone-c,pressure,990.4
2024-02-22T01:24:00.000Z,zone-c,light,316.2
2024-02-22T02:12:00.000Z,zone-a,pressure,1004.5
2024-02-22T02:20:00.000Z,zone-c,temperature,17.3
2024-02-22T07:23:00.000Z,zone-d,light,611.9
2024-02-22T08:59:00.000Z,zone-c,humidity,55.4
2024-02-22T10:22:00.000Z,zone-a,light,100.6
2024-02-22T10:47:00.000Z,zone-b,light,504.1
2024-02-22T12:29:00.000Z,zone-b,humidity,45
2024-02-22T14:01:00.000Z,zone-a,temperature,32.3
2024-02-22T16:40:00.000Z,zone-d,humidity,79.5
2024-02-22T18:05:00.000Z,zone-d,pressure,998.8
2024-02-22T18:06:00.000Z,zone-b,temperature,27.1
2024-02-22T18:35:00.000Z,zone-b,humidity,45.3
2024-02-22T18:56:00.000Z,zone-a,pressure,999.4
2024-02-22T18:59:00.000Z,zone-c,temperature,19.2
2024-02-22T19:06:00.000Z,zone-d,pressure,996.2
2024-02-22T21:08:00.000Z,zone-c,humidity,41.9
2024-02-23T00:15:00.000Z,zone-d,light,462.9
2024-02-23T03:34:00.000Z,zone-a,temperature,20.5
2024-02-23T03:44:00.000Z,zone-c,pressure,1019.1
2024-02-23T04:22:00.000Z,zone-d,humidity,41.2
2024-02-23T05:31:00.000Z,zone-a,light,516.8
2024-02-23T09:59:00.000Z,zone-a,humidity,39
2024-02-23T10:54:00.000Z,zone-d,temperature,21.5
2024-02-23T14:01:00.000Z,zone-b,pressure,1000.5
2024-02-23T15:07:00.000Z,zone-c,light,609
2024-02-23T17:30:00.000Z,zone-b,temperature,31.8
2024-02-23T17:40:00.000Z,zone-b,light,508.6
2024-02-23T18:41:00.000Z,zone-a,temperature,16.7
2024-02-23T22:23:00.000Z,zone-b,temperature,29.3
2024-02-24T03:51:00.000Z,zone-d,light,173.9
2024-02-24T07:08:00.000Z,zone-b,pressure,1017.3
2024-02-24T07:25:00.000Z,zone-d,temperature,17.6
2024-02-24T08:47:00.000Z,zone-b,humidity,70.1
2024-02-24T08:52:00.000Z,zone-a,light,444.3
2024-02-24T09:39:00.000Z,zone-b,light,223.1
2024-02-24T09:41:00.000Z,zone-a,pressure,1015.5
2024-02-24T10:57:00.000Z,zone-c,light,501.7
2024-02-24T11:36:00.000Z,zone-c,temperature,17.6
2024-02-24T13:26:00.000Z,zone-c,pressure,1008.9
2024-02-24T14:06:00.000Z,zone-d,humidity,33.9
2024-02-24T14:10:00.000Z,zone-c,humidity,36.9
2024-02-24T16:41:00.000Z,zone-d,pressure,992
2024-02-24T18:20:00.000Z,zone-a,humidity,54.6
2024-02-24T18:42:00.000Z,zone-d,temperature,28
2024-02-24T20:05:00.000Z,zone-c,temperature,23.1
2024-02-25T00:03:00.000Z,zone-a,pressure,1018.1
2024-02-25T00:32:00.000Z,zone-a,humidity,32.1
2024-02-25T01:20:00.000Z,zone-c,pressure,992.4
2024-02-25T01:58:00.000Z,zone-c,light,539.8
2024-02-25T03:20:00.000Z,zone-c,humidity,59.6
2024-02-25T04:01:00.000Z,zone-d,humidity,67.9
2024-02-25T06:12:00.000Z,zone-a,temperature,29.1
2024-02-25T09:34:00.000Z,zone-d,pressure,1005.4
2024-02-25T10:29:00.000Z,zone-b,pressure,1009.9
2024-02-25T10:37:00.000Z,zone-b,light,168.8
2024-02-25T12:28:00.000Z,zone-a,light,456.7
2024-02-25T14:57:00.000Z,zone-b,temperature,28.1
2024-02-25T16:20:00.000Z,zone-b,humidity,31.1
2024-02-25T18:18:00.000Z,zone-d,light,264.5
2024-02-25T18:34:00.000Z,zone-a,light,454.6
2024-02-25T18:35:00.000Z,zone-b,pressure,1012.7
2024-02-25T19:56:00.000Z,zone-c,light,457.4
2024-02-25T21:39:00.000Z,zone-d,light,578.1
2024-02-26T01:30:00.000Z,zone-a,pressure,1015.4
2024-02-26T01:33:00.000Z,zone-d,temperature,15.8
2024-02-26T04:00:00.000Z,zone-c,pressure,1002.9
2024-02-26T06:51:00.000Z,zone-b,humidity,47.4
2024-02-26T10:04:00.000Z,zone-d,pressure,996.5
2024-02-26T10:22:00.000Z,zone-d,humidity,50.7
2024-02-26T11:19:00.000Z,zone-a,temperature,33.1
2024-02-26T11:46:00.000Z,zone-a,humidity,49.7
2024-02-26T14:08:00.000Z,zone-b,light,792.2
2024-02-26T14:20:00.000Z,zone-c,temperature,17.3
2024-02-26T16:43:00.000Z,zone-b,temperature,27.5
2024-02-26T17:55:00.000Z,zone-c,humidity,66.3
2024-02-26T18:56:00.000Z,zone-c,pressure,1002.3
2024-02-26T21:55:00.000Z,zone-b,light,266.5
2024-02-26T22:00:00.000Z,zone-a,pressure,1002.5
2024-02-26T22:20:00.000Z,zone-d,pressure,1017.2
2024-02-26T23:38:00.000Z,zone-b,temperature,16.2
2024-02-27T00:40:00.000Z,zone-a,light,824.1
2024-02-27T01:15:00.000Z,zone-b,humidity,54.1
2024-02-27T02:05:00.000Z,zone-b,pressure,999.9
2024-02-27T05:29:00.000Z,zone-c,humidity,69.1
2024-02-27T07:03:00.000Z,zone-a,humidity,61.4
2024-02-27T07:37:00.000Z,zone-d,light,396.5
2024-02-27T08:51:00.000Z,zone-c,light,540.7
2024-02-27T10:45:00.000Z,zone-a,temperature,22.5
2024-02-27T15:43:00.000Z,zone-c,temperature,15
2024-02-27T16:04:00.000Z,zone-d,humidity,78.9
2024-02-27T18:05:00.000Z,zone-d,temperature,25.6
2024-02-27T18:50:00.000Z,zone-a,pressure,999
2024-02-27T19:22:00.000Z,zone-b,light,215.5
2024-02-27T20:55:00.000Z,zone-d,light,288.3
2024-02-27T21:08:00.000Z,zone-c,light,554.5
2024-02-27T22:55:00.000Z,zone-b,humidity,36.9
2024-02-28T00:20:00.000Z,zone-d,humidity,45.7
2024-02-28T01:57:00.000Z,zone-c,humidity,55.9
2024-02-28T02:56:00.000Z,zone-a,humidity,52.5
2024-02-28T02:56:00.000Z,zone-c,pressure,1013.6
2024-02-28T05:29:00.000Z,zone-a,light,829.2
2024-02-28T07:26:00.000Z,zone-d,pressure,995.1
2024-02-28T12:26:00.000Z,zone-d,temperature,30.9
2024-02-28T13:05:00.000Z,zone-c,temperature,31.4
2024-02-28T14:32:00.000Z,zone-b,temperature,19.8
2024-02-28T16:16:00.000Z,zone-a,temperature,22
2024-02-28T17:53:00.000Z,zone-b,pressure,993.1
2024-02-28T21:41:00.000Z,zone-a,pressure,1017.8
2024-02-29T01:08:00.000Z,zone-a,humidity,46
2024-02-29T02:10:00.000Z,zone-c,temperature,21.2
2024-02-29T03:23:00.000Z,zone-b,pressure,997.6
